Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
Motilal Oswal Nifty Microcap 250 Index Fund - Regular Plan,--,-0.37,19/44,Very High,Equity,1.11,2023-07-05,"2,359"
Motilal Oswal Nifty Midcap 100 ETF,--,5.06,9/53,Very High,Equity,0.23,2011-01-31,644.00
Motilal Oswal Nifty Midcap 150 Index Fund - Regular Plan,3,2.16,26/53,Very High,Equity,1.00,2019-09-06,"2,312"
Motilal Oswal Nifty MidSmall Financial Services Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,2024-11-19,32.00
Motilal Oswal Nifty MidSmall Healthcare Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,2024-11-19,24.00
Motilal Oswal Nifty MidSmall India Consumption Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,2024-11-19,15.00
Motilal Oswal Nifty MidSmall IT and Telecom Index Fund - Regular Plan,--,--,--,Very High,Equity,1.10,2024-11-19,36.00
Motilal Oswal Nifty Next 50 ETF,--,--,--,Very High,Equity,0.20,2025-05-14,3.00
Motilal Oswal Nifty Next 50 Index Fund - Regular Plan,2,-7.03,138/144,Very High,Equity,1.04,2019-12-23,341.00
Motilal Oswal Nifty PSE ETF,--,--,--,Very High,Equity,--,2025-06-05,--
Motilal Oswal Nifty Realty ETF,--,-11.17,75/79,Very High,Equity,0.41,2024-03-15,84.00
Motilal Oswal Nifty Smallcap 250 ETF,--,-0.89,23/44,Very High,Equity,0.31,2024-03-15,100.00
Motilal Oswal Nifty Smallcap 250 Index Fund - Regular Plan,1,-1.29,26/44,Very High,Equity,1.04,2019-09-06,919.00
Motilal Oswal Quant Fund - Regular Plan,--,-4.48,55/79,Very High,Equity,0.96,2024-06-06,143.00
Motilal Oswal Services Fund - Regular Plan,--,--,--,Very High,Equity,--,2025-06-09,--
Motilal Oswal Small Cap Fund - Regular Plan,--,13.81,1/44,Very High,Equity,1.84,2023-12-26,"4,927"
Motilal Oswal S&P 500 Index Fund - Regular Plan,--,12.51,36/60,Very High,Equity,1.13,2020-04-28,"3,545"
Navi BSE Sensex Index Fund - Regular Plan,--,6.53,64/144,Very High,Equity,0.90,2023-09-04,18.00
Navi ELSS Tax Saver Nifty 50 Index Fund - Regular Plan,--,6.47,9/38,Very High,Equity,1.00,2023-03-20,95.00
Navi Flexi Cap Fund - Regular Plan,2,-1.15,77/91,Very High,Equity,2.29,2018-07-09,255.00
Navi Large & Midcap Fund,1,1.97,24/54,Very High,Equity,2.26,2015-12-07,314.00
Navi NASDAQ 100 FoF - Regular Plan,--,13.31,30/60,Very High,Equity,0.30,2022-03-23,967.00
Navi Nifty 500 Multicap 50:25:25 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.99,2024-08-01,28.00
Navi Nifty 50 Index Fund - Regular Plan,3,7.24,35/144,Very High,Equity,0.26,2021-07-15,"3,301"
Navi Nifty Bank Index Fund - Regular Plan,1,8.17,39/52,Very High,Equity,0.80,2022-02-04,647.00
Navi Nifty India Manufacturing Index Fund - Regular Plan,--,-3.34,52/79,Very High,Equity,1.00,2022-08-29,62.00
Navi Nifty IT Index Fund - Regular Plan,--,12.60,19/26,Very High,Equity,1.00,2024-03-26,20.00
Navi Nifty Midcap 150 Index Fund - Regular Plan,3,1.79,34/53,Very High,Equity,1.00,2022-03-11,286.00
Navi Nifty Next 50 Index Fund - Regular Plan,2,-6.82,133/144,Very High,Equity,0.58,2022-01-20,856.00
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.00,2025-03-12,13.00
Navi US Total Stock Market FoF - Regular Plan,--,13.85,25/60,Very High,Equity,0.06,2022-02-24,852.00
Nippon India Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,1.66,2025-02-28,180.00
Nippon India Banking & Financial Services Fund,5,13.60,12/52,Very High,Equity,1.84,2003-05-26,"7,160"
Nippon India BSE Sensex Next 30 ETF,--,--,--,Very High,Equity,--,2025-06-10,--
Nippon India BSE Sensex Next 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,2025-06-10,--
Nippon India Consumption Fund,5,1.71,17/21,Very High,Equity,1.97,2004-09-30,"2,419"
Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan,3,2.97,59/91,Very High,Equity,0.58,2021-01-01,232.00
Nippon India ELSS Tax Saver Fund,3,3.30,27/38,Very High,Equity,1.69,2005-09-21,"15,292"
Nippon India ETF BSE Sensex,--,7.41,24/144,Very High,Equity,0.04,2014-09-24,"18,687"
Nippon India ETF BSE Sensex Next 50,--,2.14,109/144,Very High,Equity,0.23,2019-07-30,47.00
Nippon India ETF Hang Seng BeES,--,36.57,5/60,Very High,Equity,0.93,2010-03-09,865.00
Nippon India ETF Nifty 100,--,4.52,95/144,Very High,Equity,0.50,2013-03-22,299.00
Nippon India ETF Nifty 50 BeES,--,7.60,7/144,Very High,Equity,0.04,2001-12-28,"48,611"
Nippon India ETF Nifty 50 Shariah BeES,--,0.46,114/144,Very High,Equity,0.96,2009-03-18,38.00
Nippon India ETF Nifty 50 Value 20,--,2.75,13/31,Very High,Equity,0.26,2015-06-18,227.00
Nippon India ETF Nifty Bank BeES,--,8.96,31/52,Very High,Equity,0.19,2004-05-27,"7,631"
Nippon India ETF Nifty Dividend Opportunities 50,--,-0.78,38/79,Very High,Equity,0.37,2014-04-15,71.00
Nippon India ETF Nifty India Consumption,--,5.34,7/21,Very High,Equity,0.31,2014-04-03,167.00
Nippon India ETF Nifty Infrastructure BeES,--,2.04,3/22,Very High,Equity,1.04,2010-09-29,166.00
Nippon India ETF Nifty IT,--,13.58,12/26,Very High,Equity,0.22,2020-06-26,"2,280"
Nippon India ETF Nifty Midcap 150,--,2.78,24/53,Very High,Equity,0.21,2019-01-31,"2,224"
Nippon India ETF Nifty Next 50 Junior BeES,--,-6.29,129/144,Very High,Equity,0.17,2003-02-21,"6,114"
Nippon India ETF Nifty PSU Bank BeES,--,-8.08,51/52,Very High,Equity,0.49,2007-10-25,"2,877"
Nippon India Flexi Cap Fund - Regular Plan,3,0.40,74/91,Very High,Equity,1.72,2021-08-13,"8,951"
Nippon India Focused Equity Fund,3,4.23,44/91,Very High,Equity,1.84,2006-12-26,"8,553"
Nippon India Growth Fund,5,6.22,6/53,Very High,Equity,1.56,1995-10-08,"36,836"
Nippon India Index Fund - BSE Sensex Plan,3,6.91,56/144,Very High,Equity,0.49,2010-09-28,890.00
Nippon India Index Fund - Nifty 50 Plan,3,7.09,46/144,Very High,Equity,0.42,2010-09-28,"2,483"
Nippon India Innovation Fund - Regular Plan,--,-0.14,33/79,Very High,Equity,1.97,2023-08-29,"2,564"
Nippon India Japan Equity Fund,--,13.09,33/60,Very High,Equity,2.45,2014-08-26,272.00
Nippon India Large Cap Fund,5,6.02,73/144,Very High,Equity,1.53,2007-08-08,"41,750"
Nippon India Multi Cap Fund,5,3.42,13/25,Very High,Equity,1.53,2005-03-28,"43,483"
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.89,2024-09-10,412.00
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.90,2025-05-07,12.00
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,2024-09-30,870.00
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.91,2025-05-07,32.00
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan,2,2.15,17/31,Very High,Equity,0.78,2021-02-19,992.00
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan,--,-3.51,40/54,Very High,Equity,0.89,2022-08-19,"1,381"
Nippon India Nifty Auto ETF,--,-5.83,63/79,Very High,Equity,0.22,2022-01-20,327.00
Nippon India Nifty Auto Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,2024-12-04,30.00
Nippon India Nifty Bank Index Fund - Regular Plan,--,8.16,40/52,Very High,Equity,0.82,2024-02-22,161.00
Nippon India Nifty IT Index Fund - Regular Plan,--,12.76,18/26,Very High,Equity,0.87,2024-02-22,143.00
Nippon India Nifty Midcap 150 Index Fund - Regular Plan,3,2.08,27/53,Very High,Equity,0.80,2021-02-19,"1,743"
Nippon India Nifty Next 50 Junior BeES FoF - Regular Plan,3,-6.55,131/144,Very High,Equity,0.29,2019-03-08,577.00
Nippon India Nifty Pharma ETF,--,11.01,19/23,Very High,Equity,0.21,2021-07-02,968.00
Nippon India Nifty Realty Index Fund - Regular Plan,--,--,--,Very High,Equity,0.88,2024-12-04,26.00
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan,2,-1.92,36/44,Very High,Equity,0.95,2020-10-16,"2,269"
Nippon India Pharma Fund,3,13.81,15/23,Very High,Equity,1.80,2004-06-05,"8,352"
Nippon India Power & Infra Fund,4,-4.86,15/22,Very High,Equity,1.83,2004-05-08,"7,417"
Nippon India Quant Fund - Retail Plan,--,6.08,14/79,Very High,Equity,0.94,2005-02-02,97.00
Nippon India Retirement Fund - Wealth Creation Scheme,3,1.95,66/91,Very High,Equity,1.93,2015-02-11,"3,190"
Nippon India Small Cap Fund,5,-1.48,31/44,Very High,Equity,1.41,2010-09-16,"63,007"
Nippon India Taiwan Equity Fund - Regular Plan,--,7.16,55/60,Very High,Equity,2.43,2021-12-11,327.00
Nippon India US Equity Opportunities Fund,--,8.72,51/60,Very High,Equity,2.39,2015-07-23,675.00
Nippon India Value Fund,4,3.92,8/31,Very High,Equity,1.83,2005-06-08,"8,664"
Nippon India Vision Fund,4,5.98,9/54,Very High,Equity,1.93,1995-10-08,"5,897"
NJ ELSS Tax Saver Scheme - Regular Plan,--,-1.66,34/38,Very High,Equity,2.32,2023-06-16,271.00
NJ Flexi Cap Fund - Regular Plan,--,-5.50,85/91,Very High,Equity,1.99,2023-09-05,"2,251"
Old Bridge Focused Fund - Regular Plan,--,5.98,27/91,Very High,Equity,2.12,2024-01-24,"1,739"
Parag Parikh ELSS Tax Saver Fund - Regular Plan,5,12.86,1/38,Very High,Equity,1.72,2019-07-24,"5,294"
Parag Parikh Flexi Cap Fund - Regular Plan,5,11.65,1/91,Very High,Equity,1.28,2013-05-24,"1,03,868"
PGIM India ELSS Tax Saver Fund - Regular Plan,2,5.73,12/38,Very High,Equity,2.25,2015-12-11,772.00
PGIM India Emerging Markets Equity FoF - Regular Plan,--,9.40,48/60,Very High,Equity,1.63,2007-09-11,157.00
PGIM India Flexi Cap Fund - Regular Plan,2,6.31,24/91,Very High,Equity,1.78,2015-03-04,"6,262"
PGIM India Global Equity Opportunities FoF - Regular Plan,--,0.14,59/60,Very High,Equity,1.58,2010-05-14,"1,384"
PGIM India Global Select Real Estate Securities FoF - Regular Plan,--,14.05,24/60,Very High,Equity,1.39,2021-12-03,47.00
PGIM India Healthcare Fund - Regular Plan,--,--,--,Very High,Equity,2.37,2024-12-06,109.00
PGIM India Large and Mid Cap Fund - Regular Plan,--,8.39,4/54,Very High,Equity,2.31,2024-02-12,681.00
PGIM India Large Cap Fund,1,5.46,81/144,Very High,Equity,2.38,2003-01-30,600.00
PGIM India Midcap Fund - Regular Plan,2,3.69,15/53,Very High,Equity,1.70,2013-12-02,"11,052"
PGIM India Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.38,2024-09-10,383.00
PGIM India Retirement Fund - Regular Plan,--,8.64,3/25,Very High,Equity,2.32,2024-04-15,84.00
PGIM India Small Cap Fund - Regular Plan,1,2.77,9/44,Very High,Equity,2.08,2021-07-29,"1,487"
Quant Active Fund,1,-12.81,25/25,Very High,Equity,1.73,2001-03-21,"9,927"
Quant BFSI Fund - Regular Plan,--,-1.74,47/52,Very High,Equity,2.35,2023-06-20,608.00
Quant Business Cycle Fund - Regular Plan,--,-7.55,70/79,Very High,Equity,2.09,2023-05-30,"1,329"
Quant Commodities Fund - Regular Plan,--,-3.83,54/79,Very High,Equity,2.42,2023-12-27,381.00
Quant Consumption Fund - Regular Plan,--,-6.91,21/21,Very High,Equity,2.42,2024-01-24,274.00
Quant ELSS Tax Saver Fund,4,-10.21,38/38,Very High,Equity,1.64,2000-04-01,"11,329"
Quant ESG Equity Fund - Regular Plan,--,-2.42,10/10,Very High,Equity,2.41,2020-11-05,299.00
Quant Flexi Cap Fund,3,-9.61,89/91,Very High,Equity,1.78,2008-10-17,"7,153"
Quant Focused Fund,4,-5.20,123/144,Very High,Equity,2.18,2008-08-25,"1,050"
Quant Healthcare Fund - Regular Plan,--,2.71,23/23,Very High,Equity,2.39,2023-07-17,417.00
Quant Infrastructure Fund,3,-13.59,22/22,Very High,Equity,1.91,2007-08-31,"3,370"
Quant Large and Mid Cap Fund,3,-9.43,44/54,Very High,Equity,1.88,2006-12-12,"3,739"
Quant Large Cap Fund - Regular Plan,--,-3.28,122/144,Very High,Equity,1.92,2022-08-11,"2,624"
Quant Manufacturing Fund - Regular Plan,--,-12.23,78/79,Very High,Equity,2.25,2023-08-14,869.00
Quant Mid Cap Fund,3,-12.59,53/53,Very High,Equity,1.74,2001-03-09,"9,032"
Quant Momentum Fund - Regular Plan,--,-7.22,68/79,Very High,Equity,2.09,2023-11-20,"1,745"
Quant PSU Fund - Regular Plan,--,-12.14,7/7,Very High,Equity,2.34,2024-02-20,722.00
Quant Quantamental Fund - Regular Plan,--,-8.98,74/79,Very High,Equity,2.04,2021-05-03,"1,958"
Quant Small Cap Fund,5,-6.86,42/44,Very High,Equity,1.58,1996-11-24,"28,205"
Quant Teck Fund - Regular Plan,--,-1.98,26/26,Very High,Equity,2.40,2023-09-11,395.00
Quantum ELSS Tax Saver - Regular Plan,4,4.47,20/38,Very High,Equity,1.99,2008-12-23,221.00
Quantum Equity FoF - Regular Plan,3,5.53,34/91,Very High,Equity,0.75,2009-07-20,128.00
Quantum ESG Best In Class Strategy Fund - Regular Plan,--,4.82,6/10,Very High,Equity,2.10,2019-07-12,104.00
Quantum Ethical Fund - Regular Plan,--,--,--,Very High,Equity,2.10,2024-12-20,57.00
Quantum Nifty 50 ETF,--,7.53,21/144,Very High,Equity,0.09,2008-07-10,70.00
Quantum Nifty 50 ETF FoF - Regular Plan,--,7.17,39/144,Very High,Equity,0.18,2022-08-05,28.00
Quantum Small Cap Fund - Regular Plan,--,6.00,6/44,Very High,Equity,2.10,2023-11-03,132.00
Quantum Value Fund - Regular Plan,3,4.68,7/31,Very High,Equity,2.00,2006-03-13,"1,195"
Quant Value Fund - Regular Plan,3,-8.76,31/31,Very High,Equity,2.01,2021-11-30,"1,795"
Samco Active Momentum Fund - Regular Plan,--,0.43,31/79,Very High,Equity,2.25,2023-07-05,859.00
Samco ELSS Tax Saver Fund - Regular Plan,--,-9.71,37/38,Very High,Equity,2.37,2022-12-22,122.00
Samco Flexi Cap Fund - Regular Plan,1,-14.34,91/91,Very High,Equity,2.41,2022-02-04,459.00
Samco Large Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.37,2025-03-25,156.00
Samco Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Samco Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.39,2024-10-30,367.00
Samco Special Opportunities Fund - Regular Plan,--,-18.85,79/79,Very High,Equity,2.41,2024-06-06,162.00
SBI Automotive Opportunities Fund - Regular Plan,--,-8.15,73/79,Very High,Equity,1.84,2024-06-07,"5,652"
SBI Banking & Financial Services Fund - Regular Plan,4,15.74,6/52,Very High,Equity,1.78,2015-02-26,"7,999"
SBI Bluechip Fund,4,5.97,74/144,Very High,Equity,1.49,2006-02-14,"52,251"
SBI BSE 100 ETF,--,5.92,75/144,Very High,Equity,0.14,2015-03-18,10.00
SBI BSE PSU Bank ETF,--,--,--,Very High,Equity,0.25,2025-03-24,492.00
SBI BSE PSU Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,0.78,2025-03-25,20.00
SBI BSE Sensex ETF,--,7.39,29/144,Very High,Equity,0.04,2013-03-15,"1,16,418"
SBI BSE Sensex Index Fund - Regular Plan,--,6.88,57/144,Very High,Equity,0.43,2023-05-26,329.00
SBI BSE Sensex Next 50 ETF,--,2.22,108/144,Very High,Equity,0.12,2018-09-25,24.00
SBI Consumption Opportunities Fund,4,0.30,19/21,Very High,Equity,1.98,1999-07-05,"3,052"
SBI Contra Fund,5,1.37,20/31,Very High,Equity,1.49,1999-07-05,"45,496"
SBI Dividend Yield Fund - Regular Plan,--,-0.76,8/9,Very High,Equity,1.78,2023-03-14,"9,149"
SBI Energy Opportunities Fund - Regular Plan,--,-4.81,2/3,Very High,Equity,1.75,2024-02-26,"10,451"
SBI Equity Minimum Variance Fund - Regular Plan,--,2.05,26/79,Very High,Equity,0.75,2019-03-19,216.00
SBI ESG Exclusionary Strategy Fund,--,3.89,7/10,Very High,Equity,1.93,1991-01-01,"5,715"
SBI Flexicap Fund,3,1.83,68/91,Very High,Equity,1.67,2005-09-29,"21,747"
SBI Focused Equity Fund,3,8.74,13/91,Very High,Equity,1.56,2004-10-11,"37,122"
SBI Healthcare Opportunities Fund,5,17.30,6/23,Very High,Equity,1.94,1999-07-05,"3,689"
SBI Infrastructure Fund,4,-5.95,18/22,Very High,Equity,1.90,2007-07-06,"5,060"
SBI Innovative Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,1.78,2024-08-20,"7,367"
SBI Large & Midcap Fund,4,5.27,11/54,Very High,Equity,1.59,1993-02-28,"31,296"
SBI Long Term Equity Fund - Regular Plan,5,3.37,26/38,Very High,Equity,1.58,1993-03-31,"29,667"
SBI Magnum COMMA Fund,--,1.20,28/79,Very High,Equity,2.50,2005-08-08,678.00
SBI Magnum Global Fund,--,-1.80,2/6,Very High,Equity,1.89,1994-09-30,"6,366"
SBI Magnum Midcap Fund,4,-0.55,44/53,Very High,Equity,1.66,2005-03-29,"22,406"
SBI Multicap Fund - Regular Plan,3,8.78,2/25,Very High,Equity,1.68,2022-03-08,"20,559"
SBI Nifty200 Momentum 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
SBI Nifty 200 Quality 30 ETF,--,1.63,29/54,Very High,Equity,0.50,2018-12-10,114.00
SBI Nifty200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,2025-06-04,--
SBI Nifty 500 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,2024-09-30,866.00
SBI Nifty 50 Equal Weight ETF,--,--,--,Very High,Equity,0.30,2024-07-16,28.00
SBI Nifty50 Equal Weight Index Fund - Regular Plan,--,5.02,87/144,Very High,Equity,1.02,2024-01-31,"1,007"
SBI Nifty 50 ETF,--,7.59,13/144,Very High,Equity,0.04,2015-07-22,"1,99,863"
SBI Nifty Bank ETF,--,9.01,26/52,Very High,Equity,0.20,2015-03-20,"4,282"
SBI Nifty Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,0.71,2025-02-06,116.00
SBI Nifty Consumption ETF,--,5.38,6/21,Very High,Equity,0.30,2021-07-22,21.00
SBI Nifty Index Fund,3,7.11,44/144,Very High,Equity,0.44,2002-01-17,"9,839"
SBI Nifty India Consumption Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,2024-10-30,340.00
SBI Nifty IT ETF,--,13.58,11/26,Very High,Equity,0.22,2020-10-19,97.00
SBI Nifty IT Index Fund - Regular Plan,--,--,--,Very High,Equity,0.82,2025-02-21,50.00
SBI Nifty Midcap 150 Index Fund - Regular Plan,--,2.06,28/53,Very High,Equity,0.87,2022-10-03,847.00
SBI Nifty Next 50 ETF,--,-6.25,128/144,Very High,Equity,0.15,2015-03-18,"2,439"
SBI Nifty Next 50 Index Fund - Regular Plan,2,-6.90,136/144,Very High,Equity,0.75,2021-05-19,"1,725"
SBI Nifty Private Bank ETF,--,8.48,35/52,Very High,Equity,0.15,2020-10-19,514.00
SBI Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.42,29/44,Very High,Equity,0.88,2022-10-03,"1,422"
SBI PSU Fund,--,-3.56,3/7,Very High,Equity,1.86,2010-07-07,"5,259"
SBI Quant Fund - Regular Plan,--,--,--,Very High,Equity,1.90,2024-12-26,"3,750"
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan,3,-0.70,75/91,Very High,Equity,1.93,2021-02-10,"2,894"
SBI Small Cap Fund,3,-3.95,39/44,Very High,Equity,1.56,2009-09-09,"34,028"
SBI Technology Opportunities Fund,--,18.66,1/26,Very High,Equity,1.90,1999-07-05,"4,530"
SBI US Specific Equity Active FoF - Regular Plan,--,8.62,52/60,Very High,Equity,1.60,2021-03-22,945.00
Shriram ELSS Tax Saver Fund - Regular Plan,1,-9.36,36/38,Very High,Equity,2.34,2019-01-25,49.00
Shriram Flexi Cap Fund - Regular Plan,1,-10.75,90/91,Very High,Equity,2.40,2018-09-28,133.00
Shriram Multi Sector Rotation Fund - Regular Plan,--,--,--,Very High,Equity,2.35,2024-12-09,195.00
Sundaram Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.03,2024-06-25,"1,756"
Sundaram Consumption Fund - Regular Plan,3,8.30,1/21,Very High,Equity,2.19,2006-05-12,"1,548"
Sundaram Dividend Yield Fund,--,-0.30,7/9,Very High,Equity,2.29,2004-10-15,895.00
Sundaram ELSS Tax Saver Fund,3,4.81,18/38,Very High,Equity,2.22,1996-03-31,"1,359"
Sundaram Financial Services Opportunities Fund - Regular Plan,4,6.89,45/52,Very High,Equity,2.10,2008-06-16,"1,548"
Sundaram Flexi Cap Fund - Regular Plan,--,7.50,20/91,Very High,Equity,2.03,2022-09-06,"2,055"
Sundaram Focused Fund,3,1.79,69/91,Very High,Equity,2.27,2005-11-11,"1,081"
Sundaram Global Brand Theme - Equity Active FoF - Regular Plan,--,12.65,--,Very High,Equity,2.38,2004-03-29,118.00
Sundaram Infrastructure Advantage Fund - Regular Plan,2,-0.89,7/22,Very High,Equity,2.40,2005-09-29,952.00
Sundaram Large and Mid Cap Fund,2,2.24,23/54,Very High,Equity,1.82,2007-02-27,"6,671"
Sundaram Large Cap Fund - Regular Plan,2,4.26,97/144,Very High,Equity,1.91,2002-07-30,"3,396"
Sundaram Mid Cap Fund - Regular Plan,4,6.74,5/53,Very High,Equity,1.75,2002-07-30,"12,344"
Sundaram Multi Cap Fund,2,4.42,10/25,Very High,Equity,2.00,2000-10-25,"2,773"
Sundaram Nifty 100 Equal Weight Fund,4,-0.28,117/144,Very High,Equity,1.08,1999-07-27,106.00
Sundaram Services Fund - Regular Plan,--,15.30,3/79,Very High,Equity,1.89,2018-09-21,"4,161"
Sundaram Small Cap Fund - Regular Plan,3,2.88,8/44,Very High,Equity,1.94,2005-02-15,"3,311"
Tata Banking and Financial Services Fund - Regular Plan,3,13.64,11/52,Very High,Equity,1.91,2015-12-28,"2,797"
Tata BSE Quality Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,2025-04-03,48.00
Tata BSE Select Business Groups Index Fund - Regular Plan,--,--,--,Very High,Equity,1.08,2024-12-12,200.00
Tata BSE Sensex Index Fund - Regular Plan,2,6.75,61/144,Very High,Equity,0.57,2003-02-25,408.00
Tata Business Cycle Fund - Regular Plan,--,-2.32,46/79,Very High,Equity,1.91,2021-08-04,"2,909"
Tata Digital India Fund - Regular Plan,--,11.09,22/26,Very High,Equity,1.67,2015-12-28,"11,688"
Tata Dividend Yield Fund - Regular Plan,--,-1.98,9/9,Very High,Equity,2.18,2021-05-20,960.00
Tata ELSS Tax Saver Fund,2,4.44,21/38,Very High,Equity,1.82,1996-03-31,"4,582"
Tata Equity PE Fund - Regular Plan,3,-0.07,22/31,Very High,Equity,1.78,2004-06-29,"8,506"
Tata Ethical Fund - Regular Plan,--,-4.59,56/79,Very High,Equity,1.90,1996-05-24,"3,456"
Tata Flexi Cap Fund - Regular Plan,3,8.40,16/91,Very High,Equity,1.90,2018-09-06,"3,263"
Tata Focused Equity Fund - Regular Plan,3,1.62,71/91,Very High,Equity,2.04,2019-12-05,"1,796"
Tata Housing Opportunities Fund - Regular Plan,--,-5.60,59/79,Very High,Equity,2.36,2022-09-02,534.00
Tata India Consumer Fund - Regular Plan,2,4.62,10/21,Very High,Equity,1.99,2015-12-28,"2,379"
Tata India Innovation Fund - Regular Plan,--,--,--,Very High,Equity,2.03,2024-11-28,"1,723"
Tata India Pharma & Healthcare Fund - Regular Plan,3,12.57,18/23,Very High,Equity,2.12,2015-12-28,"1,232"
Tata Infrastructure Fund - Regular Plan,2,-13.10,21/22,Very High,Equity,2.07,2004-12-31,"2,227"
Tata Large Cap Fund - Regular Plan,4,2.48,105/144,Very High,Equity,2.01,1998-05-07,"2,611"
Tata Large & Mid Cap Fund - Regular Plan,3,1.79,28/54,Very High,Equity,1.75,1993-03-31,"8,546"
Tata Midcap Growth Fund - Regular Plan,3,-2.47,47/53,Very High,Equity,1.85,1994-07-01,"4,701"
Tata Multicap Fund - Regular Plan,--,-2.01,24/25,Very High,Equity,1.88,2023-02-02,"3,069"
Tata Nifty200 Alpha 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,2024-09-05,213.00
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund - Regular Plan,--,-0.76,37/79,Very High,Equity,1.11,2024-04-26,120.00
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan,--,-1.26,9/22,Very High,Equity,1.10,2024-04-26,80.00
Tata Nifty 50 Exchange Traded Fund,--,7.55,20/144,Very High,Equity,0.06,2019-01-01,709.00
Tata Nifty 50 Index Fund - Regular Plan,3,6.94,54/144,Very High,Equity,0.51,2003-02-25,"1,254"
Tata Nifty Auto Index Fund - Regular Plan,--,-6.62,67/79,Very High,Equity,1.11,2024-04-26,83.00
Tata Nifty Capital Markets Index Fund - Regular Plan,--,--,--,Very High,Equity,1.12,2024-10-24,237.00
Tata Nifty Financial Services Index Fund - Regular Plan,--,14.57,8/52,Very High,Equity,1.11,2024-04-26,77.00
Tata Nifty India Digital ETF,--,12.85,16/26,Very High,Equity,0.39,2022-03-31,164.00
Tata Nifty India Digital ETF FoF - Regular Plan,--,11.51,21/26,Very High,Equity,0.48,2022-04-13,118.00
Tata Nifty India Tourism Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,2024-07-24,312.00
Tata Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Tata Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan,--,-2.89,49/53,Very High,Equity,1.05,2022-10-20,909.00
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan,--,15.79,7/23,Very High,Equity,1.11,2024-04-26,136.00
Tata Nifty Private Bank ETF,--,8.62,32/52,Very High,Equity,0.13,2019-08-30,13.00
Tata Nifty Realty Index Fund - Regular Plan,--,-11.95,77/79,Very High,Equity,1.11,2024-04-26,57.00
Tata Resources & Energy Fund - Regular Plan,--,-0.80,1/3,Very High,Equity,2.13,2015-12-28,"1,118"
Tata Retirement Savings Fund - Progressive Plan - Regular Plan,3,5.33,36/91,Very High,Equity,2.00,2011-11-01,"2,083"
Tata Small Cap Fund - Regular Plan,4,1.60,16/44,Very High,Equity,1.68,2018-11-12,"10,529"
Tata Young Citizens Fund - Regular Plan,3,3.47,52/91,Very High,Equity,2.58,1995-10-14,366.00
Taurus Banking & Financial Services Fund - Regular Plan,2,7.59,43/52,Very High,Equity,2.43,2012-05-22,12.00
Taurus ELSS Tax Saver Fund - Regular Plan,4,6.96,8/38,Very High,Equity,2.44,1996-03-31,79.00
Taurus Ethical Fund - Regular Plan,--,0.02,32/79,Very High,Equity,2.39,2009-04-06,303.00
Taurus Flexi Cap Fund - Regular Plan,2,-1.14,76/91,Very High,Equity,2.64,1994-01-29,357.00
