Funds,Rating,1 Yr Ret (%),1 Yr Rank,Riskometer,Category,Expense Ratio (%),Launch,Net Assets (Cr)
Motilal Oswal Small Cap Fund - Regular Plan,--,13.81,Jan-44,Very High,Equity,1.84,26-12-2023,"4,927"
Motilal Oswal S&P 500 Index Fund - Regular Plan,--,12.51,36/60,Very High,Equity,1.13,28-04-2020,"3,545"
Navi BSE Sensex Index Fund - Regular Plan,--,6.53,64/144,Very High,Equity,0.9,04-09-2023,18
Navi ELSS Tax Saver Nifty 50 Index Fund - Regular Plan,--,6.47,Sep-38,Very High,Equity,1,20-03-2023,95
Navi Flexi Cap Fund - Regular Plan,2,-1.15,77/91,Very High,Equity,2.29,09-07-2018,255
Navi Large & Midcap Fund,1,1.97,24/54,Very High,Equity,2.26,07-12-2015,314
Navi NASDAQ 100 FoF - Regular Plan,--,13.31,30/60,Very High,Equity,0.3,23-03-2022,967
Navi Nifty 500 Multicap 50:25:25 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.99,01-08-2024,28
Navi Nifty 50 Index Fund - Regular Plan,3,7.24,35/144,Very High,Equity,0.26,15-07-2021,"3,301"
Navi Nifty Bank Index Fund - Regular Plan,1,8.17,39/52,Very High,Equity,0.8,04-02-2022,647
Navi Nifty India Manufacturing Index Fund - Regular Plan,--,-3.34,52/79,Very High,Equity,1,29-08-2022,62
Navi Nifty IT Index Fund - Regular Plan,--,12.6,19/26,Very High,Equity,1,26-03-2024,20
Navi Nifty Midcap 150 Index Fund - Regular Plan,3,1.79,34/53,Very High,Equity,1,11-03-2022,286
Navi Nifty Next 50 Index Fund - Regular Plan,2,-6.82,133/144,Very High,Equity,0.58,20-01-2022,856
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund - Regular Plan,--,--,--,Very High,Equity,1,12-03-2025,13
Navi US Total Stock Market FoF - Regular Plan,--,13.85,25/60,Very High,Equity,0.06,24-02-2022,852
Nippon India Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,1.66,28-02-2025,180
Nippon India Banking & Financial Services Fund,5,13.6,Dec-52,Very High,Equity,1.84,26-05-2003,"7,160"
Nippon India BSE Sensex Next 30 ETF,--,--,--,Very High,Equity,--,10-06-2025,--
Nippon India BSE Sensex Next 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,10-06-2025,--
Nippon India Consumption Fund,5,1.71,17/21,Very High,Equity,1.97,30-09-2004,"2,419"
Nippon India Diversified Equity Flexicap Passive FoF - Regular Plan,3,2.97,59/91,Very High,Equity,0.58,01-01-2021,232
Nippon India ELSS Tax Saver Fund,3,3.3,27/38,Very High,Equity,1.69,21-09-2005,"15,292"
Nippon India ETF BSE Sensex,--,7.41,24/144,Very High,Equity,0.04,24-09-2014,"18,687"
Nippon India ETF BSE Sensex Next 50,--,2.14,109/144,Very High,Equity,0.23,30-07-2019,47
Nippon India ETF Hang Seng BeES,--,36.57,May-60,Very High,Equity,0.93,09-03-2010,865
Nippon India ETF Nifty 100,--,4.52,95/144,Very High,Equity,0.5,22-03-2013,299
Nippon India ETF Nifty 50 BeES,--,7.6,7/144,Very High,Equity,0.04,28-12-2001,"48,611"
Nippon India ETF Nifty 50 Shariah BeES,--,0.46,114/144,Very High,Equity,0.96,18-03-2009,38
Nippon India ETF Nifty 50 Value 20,--,2.75,13/31,Very High,Equity,0.26,18-06-2015,227
Nippon India ETF Nifty Bank BeES,--,8.96,31/52,Very High,Equity,0.19,27-05-2004,"7,631"
Nippon India ETF Nifty Dividend Opportunities 50,--,-0.78,38/79,Very High,Equity,0.37,15-04-2014,71
Nippon India ETF Nifty India Consumption,--,5.34,Jul-21,Very High,Equity,0.31,03-04-2014,167
Nippon India ETF Nifty Infrastructure BeES,--,2.04,Mar-22,Very High,Equity,1.04,29-09-2010,166
Nippon India ETF Nifty IT,--,13.58,Dec-26,Very High,Equity,0.22,26-06-2020,"2,280"
Nippon India ETF Nifty Midcap 150,--,2.78,24/53,Very High,Equity,0.21,31-01-2019,"2,224"
Nippon India ETF Nifty Next 50 Junior BeES,--,-6.29,129/144,Very High,Equity,0.17,21-02-2003,"6,114"
Nippon India ETF Nifty PSU Bank BeES,--,-8.08,51/52,Very High,Equity,0.49,25-10-2007,"2,877"
Nippon India Flexi Cap Fund - Regular Plan,3,0.4,74/91,Very High,Equity,1.72,13-08-2021,"8,951"
Nippon India Focused Equity Fund,3,4.23,44/91,Very High,Equity,1.84,26-12-2006,"8,553"
Nippon India Growth Fund,5,6.22,Jun-53,Very High,Equity,1.56,08-10-1995,"36,836"
Nippon India Index Fund - BSE Sensex Plan,3,6.91,56/144,Very High,Equity,0.49,28-09-2010,890
Nippon India Index Fund - Nifty 50 Plan,3,7.09,46/144,Very High,Equity,0.42,28-09-2010,"2,483"
Nippon India Innovation Fund - Regular Plan,--,-0.14,33/79,Very High,Equity,1.97,29-08-2023,"2,564"
Nippon India Japan Equity Fund,--,13.09,33/60,Very High,Equity,2.45,26-08-2014,272
Nippon India Large Cap Fund,5,6.02,73/144,Very High,Equity,1.53,08-08-2007,"41,750"
Nippon India Multi Cap Fund,5,3.42,13/25,Very High,Equity,1.53,28-03-2005,"43,483"
Nippon India Nifty 500 Equal Weight Index Fund - Regular Plan,--,--,--,Very High,Equity,0.89,10-09-2024,412
Nippon India Nifty 500 Low Volatility 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.9,07-05-2025,12
Nippon India Nifty 500 Momentum 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,30-09-2024,870
Nippon India Nifty 500 Quality 50 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.91,07-05-2025,32
Nippon India Nifty 50 Value 20 Index Fund - Regular Plan,2,2.15,17/31,Very High,Equity,0.78,19-02-2021,992
Nippon India Nifty Alpha Low Volatility 30 Index Fund - Regular Plan,--,-3.51,40/54,Very High,Equity,0.89,19-08-2022,"1,381"
Nippon India Nifty Auto ETF,--,-5.83,63/79,Very High,Equity,0.22,20-01-2022,327
Nippon India Nifty Auto Index Fund - Regular Plan,--,--,--,Very High,Equity,0.86,04-12-2024,30
Nippon India Nifty Bank Index Fund - Regular Plan,--,8.16,40/52,Very High,Equity,0.82,22-02-2024,161
Nippon India Nifty IT Index Fund - Regular Plan,--,12.76,18/26,Very High,Equity,0.87,22-02-2024,143
Nippon India Nifty Midcap 150 Index Fund - Regular Plan,3,2.08,27/53,Very High,Equity,0.8,19-02-2021,"1,743"
Nippon India Nifty Next 50 Junior BeES FoF - Regular Plan,3,-6.55,131/144,Very High,Equity,0.29,08-03-2019,577
Nippon India Nifty Pharma ETF,--,11.01,19/23,Very High,Equity,0.21,02-07-2021,968
Nippon India Nifty Realty Index Fund - Regular Plan,--,--,--,Very High,Equity,0.88,04-12-2024,26
Nippon India Nifty Smallcap 250 Index Fund - Regular Plan,2,-1.92,36/44,Very High,Equity,0.95,16-10-2020,"2,269"
Nippon India Pharma Fund,3,13.81,15/23,Very High,Equity,1.8,05-06-2004,"8,352"
Nippon India Power & Infra Fund,4,-4.86,15/22,Very High,Equity,1.83,08-05-2004,"7,417"
Nippon India Quant Fund - Retail Plan,--,6.08,14/79,Very High,Equity,0.94,02-02-2005,97
Nippon India Retirement Fund - Wealth Creation Scheme,3,1.95,66/91,Very High,Equity,1.93,11-02-2015,"3,190"
Nippon India Small Cap Fund,5,-1.48,31/44,Very High,Equity,1.41,16-09-2010,"63,007"
Nippon India Taiwan Equity Fund - Regular Plan,--,7.16,55/60,Very High,Equity,2.43,11-12-2021,327
Nippon India US Equity Opportunities Fund,--,8.72,51/60,Very High,Equity,2.39,23-07-2015,675
Nippon India Value Fund,4,3.92,Aug-31,Very High,Equity,1.83,08-06-2005,"8,664"
Nippon India Vision Fund,4,5.98,Sep-54,Very High,Equity,1.93,08-10-1995,"5,897"
NJ ELSS Tax Saver Scheme - Regular Plan,--,-1.66,34/38,Very High,Equity,2.32,16-06-2023,271
NJ Flexi Cap Fund - Regular Plan,--,-5.5,85/91,Very High,Equity,1.99,05-09-2023,"2,251"
Old Bridge Focused Fund - Regular Plan,--,5.98,27/91,Very High,Equity,2.12,24-01-2024,"1,739"
Parag Parikh ELSS Tax Saver Fund - Regular Plan,5,12.86,Jan-38,Very High,Equity,1.72,24-07-2019,"5,294"
Parag Parikh Flexi Cap Fund - Regular Plan,5,11.65,Jan-91,Very High,Equity,1.28,24-05-2013,"1,03,868"
PGIM India ELSS Tax Saver Fund - Regular Plan,2,5.73,Dec-38,Very High,Equity,2.25,11-12-2015,772
PGIM India Emerging Markets Equity FoF - Regular Plan,--,9.4,48/60,Very High,Equity,1.63,11-09-2007,157
PGIM India Flexi Cap Fund - Regular Plan,2,6.31,24/91,Very High,Equity,1.78,04-03-2015,"6,262"
PGIM India Global Equity Opportunities FoF - Regular Plan,--,0.14,59/60,Very High,Equity,1.58,14-05-2010,"1,384"
PGIM India Global Select Real Estate Securities FoF - Regular Plan,--,14.05,24/60,Very High,Equity,1.39,03-12-2021,47
PGIM India Healthcare Fund - Regular Plan,--,--,--,Very High,Equity,2.37,06-12-2024,109
PGIM India Large and Mid Cap Fund - Regular Plan,--,8.39,Apr-54,Very High,Equity,2.31,12-02-2024,681
PGIM India Large Cap Fund,1,5.46,81/144,Very High,Equity,2.38,30-01-2003,600
PGIM India Midcap Fund - Regular Plan,2,3.69,15/53,Very High,Equity,1.7,02-12-2013,"11,052"
PGIM India Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.38,10-09-2024,383
PGIM India Retirement Fund - Regular Plan,--,8.64,Mar-25,Very High,Equity,2.32,15-04-2024,84
PGIM India Small Cap Fund - Regular Plan,1,2.77,Sep-44,Very High,Equity,2.08,29-07-2021,"1,487"
Quant Active Fund,1,-12.81,25/25,Very High,Equity,1.73,21-03-2001,"9,927"
Quant BFSI Fund - Regular Plan,--,-1.74,47/52,Very High,Equity,2.35,20-06-2023,608
Quant Business Cycle Fund - Regular Plan,--,-7.55,70/79,Very High,Equity,2.09,30-05-2023,"1,329"
Quant Commodities Fund - Regular Plan,--,-3.83,54/79,Very High,Equity,2.42,27-12-2023,381
Quant Consumption Fund - Regular Plan,--,-6.91,21/21,Very High,Equity,2.42,24-01-2024,274
Quant ELSS Tax Saver Fund,4,-10.21,38/38,Very High,Equity,1.64,01-04-2000,"11,329"
Quant ESG Equity Fund - Regular Plan,--,-2.42,10-Oct,Very High,Equity,2.41,05-11-2020,299
Quant Flexi Cap Fund,3,-9.61,89/91,Very High,Equity,1.78,17-10-2008,"7,153"
Quant Focused Fund,4,-5.2,123/144,Very High,Equity,2.18,25-08-2008,"1,050"
Quant Healthcare Fund - Regular Plan,--,2.71,23/23,Very High,Equity,2.39,17-07-2023,417
Quant Infrastructure Fund,3,-13.59,22/22,Very High,Equity,1.91,31-08-2007,"3,370"
Quant Large and Mid Cap Fund,3,-9.43,44/54,Very High,Equity,1.88,12-12-2006,"3,739"
Quant Large Cap Fund - Regular Plan,--,-3.28,122/144,Very High,Equity,1.92,11-08-2022,"2,624"
Quant Manufacturing Fund - Regular Plan,--,-12.23,78/79,Very High,Equity,2.25,14-08-2023,869
Quant Mid Cap Fund,3,-12.59,53/53,Very High,Equity,1.74,09-03-2001,"9,032"
Quant Momentum Fund - Regular Plan,--,-7.22,68/79,Very High,Equity,2.09,20-11-2023,"1,745"
Quant PSU Fund - Regular Plan,--,-12.14,07-Jul,Very High,Equity,2.34,20-02-2024,722
Quant Quantamental Fund - Regular Plan,--,-8.98,74/79,Very High,Equity,2.04,03-05-2021,"1,958"
Quant Small Cap Fund,5,-6.86,42/44,Very High,Equity,1.58,24-11-1996,"28,205"
Quant Teck Fund - Regular Plan,--,-1.98,26/26,Very High,Equity,2.4,11-09-2023,395
Quantum ELSS Tax Saver - Regular Plan,4,4.47,20/38,Very High,Equity,1.99,23-12-2008,221
Quantum Equity FoF - Regular Plan,3,5.53,34/91,Very High,Equity,0.75,20-07-2009,128
Quantum ESG Best In Class Strategy Fund - Regular Plan,--,4.82,06-Oct,Very High,Equity,2.1,12-07-2019,104
Quantum Ethical Fund - Regular Plan,--,--,--,Very High,Equity,2.1,20-12-2024,57
Quantum Nifty 50 ETF,--,7.53,21/144,Very High,Equity,0.09,10-07-2008,70
Quantum Nifty 50 ETF FoF - Regular Plan,--,7.17,39/144,Very High,Equity,0.18,05-08-2022,28
Quantum Small Cap Fund - Regular Plan,--,6,Jun-44,Very High,Equity,2.1,03-11-2023,132
Quantum Value Fund - Regular Plan,3,4.68,Jul-31,Very High,Equity,2,13-03-2006,"1,195"
Quant Value Fund - Regular Plan,3,-8.76,31/31,Very High,Equity,2.01,30-11-2021,"1,795"
Samco Active Momentum Fund - Regular Plan,--,0.43,31/79,Very High,Equity,2.25,05-07-2023,859
Samco ELSS Tax Saver Fund - Regular Plan,--,-9.71,37/38,Very High,Equity,2.37,22-12-2022,122
Samco Flexi Cap Fund - Regular Plan,1,-14.34,91/91,Very High,Equity,2.41,04-02-2022,459
Samco Large Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.37,25-03-2025,156
Samco Large & Mid Cap Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Samco Multi Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.39,30-10-2024,367
Samco Special Opportunities Fund - Regular Plan,--,-18.85,79/79,Very High,Equity,2.41,06-06-2024,162
SBI Automotive Opportunities Fund - Regular Plan,--,-8.15,73/79,Very High,Equity,1.84,07-06-2024,"5,652"
SBI Banking & Financial Services Fund - Regular Plan,4,15.74,Jun-52,Very High,Equity,1.78,26-02-2015,"7,999"
SBI Bluechip Fund,4,5.97,74/144,Very High,Equity,1.49,14-02-2006,"52,251"
SBI BSE 100 ETF,--,5.92,75/144,Very High,Equity,0.14,18-03-2015,10
SBI BSE PSU Bank ETF,--,--,--,Very High,Equity,0.25,24-03-2025,492
SBI BSE PSU Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,0.78,25-03-2025,20
SBI BSE Sensex ETF,--,7.39,29/144,Very High,Equity,0.04,15-03-2013,"1,16,418"
SBI BSE Sensex Index Fund - Regular Plan,--,6.88,57/144,Very High,Equity,0.43,26-05-2023,329
SBI BSE Sensex Next 50 ETF,--,2.22,108/144,Very High,Equity,0.12,25-09-2018,24
SBI Consumption Opportunities Fund,4,0.3,19/21,Very High,Equity,1.98,05-07-1999,"3,052"
SBI Contra Fund,5,1.37,20/31,Very High,Equity,1.49,05-07-1999,"45,496"
SBI Dividend Yield Fund - Regular Plan,--,-0.76,08-Sep,Very High,Equity,1.78,14-03-2023,"9,149"
SBI Energy Opportunities Fund - Regular Plan,--,-4.81,02-Mar,Very High,Equity,1.75,26-02-2024,"10,451"
SBI Equity Minimum Variance Fund - Regular Plan,--,2.05,26/79,Very High,Equity,0.75,19-03-2019,216
SBI ESG Exclusionary Strategy Fund,--,3.89,07-Oct,Very High,Equity,1.93,01-01-1991,"5,715"
SBI Flexicap Fund,3,1.83,68/91,Very High,Equity,1.67,29-09-2005,"21,747"
SBI Focused Equity Fund,3,8.74,13/91,Very High,Equity,1.56,11-10-2004,"37,122"
SBI Healthcare Opportunities Fund,5,17.3,Jun-23,Very High,Equity,1.94,05-07-1999,"3,689"
SBI Infrastructure Fund,4,-5.95,18/22,Very High,Equity,1.9,06-07-2007,"5,060"
SBI Innovative Opportunities Fund - Regular Plan,--,--,--,Very High,Equity,1.78,20-08-2024,"7,367"
SBI Large & Midcap Fund,4,5.27,Nov-54,Very High,Equity,1.59,28-02-1993,"31,296"
SBI Long Term Equity Fund - Regular Plan,5,3.37,26/38,Very High,Equity,1.58,31-03-1993,"29,667"
SBI Magnum COMMA Fund,--,1.2,28/79,Very High,Equity,2.5,08-08-2005,678
SBI Magnum Global Fund,--,-1.8,02-Jun,Very High,Equity,1.89,30-09-1994,"6,366"
SBI Magnum Midcap Fund,4,-0.55,44/53,Very High,Equity,1.66,29-03-2005,"22,406"
SBI Multicap Fund - Regular Plan,3,8.78,Feb-25,Very High,Equity,1.68,08-03-2022,"20,559"
SBI Nifty200 Momentum 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
SBI Nifty 200 Quality 30 ETF,--,1.63,29/54,Very High,Equity,0.5,10-12-2018,114
SBI Nifty200 Quality 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,04-06-2025,--
SBI Nifty 500 Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,30-09-2024,866
SBI Nifty 50 Equal Weight ETF,--,--,--,Very High,Equity,0.3,16-07-2024,28
SBI Nifty50 Equal Weight Index Fund - Regular Plan,--,5.02,87/144,Very High,Equity,1.02,31-01-2024,"1,007"
SBI Nifty 50 ETF,--,7.59,13/144,Very High,Equity,0.04,22-07-2015,"1,99,863"
SBI Nifty Bank ETF,--,9.01,26/52,Very High,Equity,0.2,20-03-2015,"4,282"
SBI Nifty Bank Index Fund - Regular Plan,--,--,--,Very High,Equity,0.71,06-02-2025,116
SBI Nifty Consumption ETF,--,5.38,Jun-21,Very High,Equity,0.3,22-07-2021,21
SBI Nifty Index Fund,3,7.11,44/144,Very High,Equity,0.44,17-01-2002,"9,839"
SBI Nifty India Consumption Index Fund - Regular Plan,--,--,--,Very High,Equity,0.87,30-10-2024,340
SBI Nifty IT ETF,--,13.58,Nov-26,Very High,Equity,0.22,19-10-2020,97
SBI Nifty IT Index Fund - Regular Plan,--,--,--,Very High,Equity,0.82,21-02-2025,50
SBI Nifty Midcap 150 Index Fund - Regular Plan,--,2.06,28/53,Very High,Equity,0.87,03-10-2022,847
SBI Nifty Next 50 ETF,--,-6.25,128/144,Very High,Equity,0.15,18-03-2015,"2,439"
SBI Nifty Next 50 Index Fund - Regular Plan,2,-6.9,136/144,Very High,Equity,0.75,19-05-2021,"1,725"
SBI Nifty Private Bank ETF,--,8.48,35/52,Very High,Equity,0.15,19-10-2020,514
SBI Nifty Smallcap 250 Index Fund - Regular Plan,--,-1.42,29/44,Very High,Equity,0.88,03-10-2022,"1,422"
SBI PSU Fund,--,-3.56,03-Jul,Very High,Equity,1.86,07-07-2010,"5,259"
SBI Quant Fund - Regular Plan,--,--,--,Very High,Equity,1.9,26-12-2024,"3,750"
SBI Retirement Benefit Fund - Aggressive Plan - Regular Plan,3,-0.7,75/91,Very High,Equity,1.93,10-02-2021,"2,894"
SBI Small Cap Fund,3,-3.95,39/44,Very High,Equity,1.56,09-09-2009,"34,028"
SBI Technology Opportunities Fund,--,18.66,Jan-26,Very High,Equity,1.9,05-07-1999,"4,530"
SBI US Specific Equity Active FoF - Regular Plan,--,8.62,52/60,Very High,Equity,1.6,22-03-2021,945
Shriram ELSS Tax Saver Fund - Regular Plan,1,-9.36,36/38,Very High,Equity,2.34,25-01-2019,49
Shriram Flexi Cap Fund - Regular Plan,1,-10.75,90/91,Very High,Equity,2.4,28-09-2018,133
Shriram Multi Sector Rotation Fund - Regular Plan,--,--,--,Very High,Equity,2.35,09-12-2024,195
Sundaram Business Cycle Fund - Regular Plan,--,--,--,Very High,Equity,2.03,25-06-2024,"1,756"
Sundaram Consumption Fund - Regular Plan,3,8.3,Jan-21,Very High,Equity,2.19,12-05-2006,"1,548"
Sundaram Dividend Yield Fund,--,-0.3,07-Sep,Very High,Equity,2.29,15-10-2004,895
Sundaram ELSS Tax Saver Fund,3,4.81,18/38,Very High,Equity,2.22,31-03-1996,"1,359"
Sundaram Financial Services Opportunities Fund - Regular Plan,4,6.89,45/52,Very High,Equity,2.1,16-06-2008,"1,548"
Sundaram Flexi Cap Fund - Regular Plan,--,7.5,20/91,Very High,Equity,2.03,06-09-2022,"2,055"
Sundaram Focused Fund,3,1.79,69/91,Very High,Equity,2.27,11-11-2005,"1,081"
Sundaram Global Brand Theme - Equity Active FoF - Regular Plan,--,12.65,--,Very High,Equity,2.38,29-03-2004,118
Sundaram Infrastructure Advantage Fund - Regular Plan,2,-0.89,Jul-22,Very High,Equity,2.4,29-09-2005,952
Sundaram Large and Mid Cap Fund,2,2.24,23/54,Very High,Equity,1.82,27-02-2007,"6,671"
Sundaram Large Cap Fund - Regular Plan,2,4.26,97/144,Very High,Equity,1.91,30-07-2002,"3,396"
Sundaram Mid Cap Fund - Regular Plan,4,6.74,May-53,Very High,Equity,1.75,30-07-2002,"12,344"
Sundaram Multi Cap Fund,2,4.42,Oct-25,Very High,Equity,2,25-10-2000,"2,773"
Sundaram Nifty 100 Equal Weight Fund,4,-0.28,117/144,Very High,Equity,1.08,27-07-1999,106
Sundaram Services Fund - Regular Plan,--,15.3,Mar-79,Very High,Equity,1.89,21-09-2018,"4,161"
Sundaram Small Cap Fund - Regular Plan,3,2.88,Aug-44,Very High,Equity,1.94,15-02-2005,"3,311"
Tata Banking and Financial Services Fund - Regular Plan,3,13.64,Nov-52,Very High,Equity,1.91,28-12-2015,"2,797"
Tata BSE Quality Index Fund - Regular Plan,--,--,--,Very High,Equity,1.09,03-04-2025,48
Tata BSE Select Business Groups Index Fund - Regular Plan,--,--,--,Very High,Equity,1.08,12-12-2024,200
Tata BSE Sensex Index Fund - Regular Plan,2,6.75,61/144,Very High,Equity,0.57,25-02-2003,408
Tata Business Cycle Fund - Regular Plan,--,-2.32,46/79,Very High,Equity,1.91,04-08-2021,"2,909"
Tata Digital India Fund - Regular Plan,--,11.09,22/26,Very High,Equity,1.67,28-12-2015,"11,688"
Tata Dividend Yield Fund - Regular Plan,--,-1.98,09-Sep,Very High,Equity,2.18,20-05-2021,960
Tata ELSS Tax Saver Fund,2,4.44,21/38,Very High,Equity,1.82,31-03-1996,"4,582"
Tata Equity PE Fund - Regular Plan,3,-0.07,22/31,Very High,Equity,1.78,29-06-2004,"8,506"
Tata Ethical Fund - Regular Plan,--,-4.59,56/79,Very High,Equity,1.9,24-05-1996,"3,456"
Tata Flexi Cap Fund - Regular Plan,3,8.4,16/91,Very High,Equity,1.9,06-09-2018,"3,263"
Tata Focused Equity Fund - Regular Plan,3,1.62,71/91,Very High,Equity,2.04,05-12-2019,"1,796"
Tata Housing Opportunities Fund - Regular Plan,--,-5.6,59/79,Very High,Equity,2.36,02-09-2022,534
Tata India Consumer Fund - Regular Plan,2,4.62,Oct-21,Very High,Equity,1.99,28-12-2015,"2,379"
Tata India Innovation Fund - Regular Plan,--,--,--,Very High,Equity,2.03,28-11-2024,"1,723"
Tata India Pharma & Healthcare Fund - Regular Plan,3,12.57,18/23,Very High,Equity,2.12,28-12-2015,"1,232"
Tata Infrastructure Fund - Regular Plan,2,-13.1,21/22,Very High,Equity,2.07,31-12-2004,"2,227"
Tata Large Cap Fund - Regular Plan,4,2.48,105/144,Very High,Equity,2.01,07-05-1998,"2,611"
Tata Large & Mid Cap Fund - Regular Plan,3,1.79,28/54,Very High,Equity,1.75,31-03-1993,"8,546"
Tata Midcap Growth Fund - Regular Plan,3,-2.47,47/53,Very High,Equity,1.85,01-07-1994,"4,701"
Tata Multicap Fund - Regular Plan,--,-2.01,24/25,Very High,Equity,1.88,02-02-2023,"3,069"
Tata Nifty200 Alpha 30 Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,05-09-2024,213
Tata Nifty500 Multicap India Manufacturing 50:30:20 Index Fund - Regular Plan,--,-0.76,37/79,Very High,Equity,1.11,26-04-2024,120
Tata Nifty500 Multicap Infrastructure 50:30:20 Index Fund - Regular Plan,--,-1.26,Sep-22,Very High,Equity,1.1,26-04-2024,80
Tata Nifty 50 Exchange Traded Fund,--,7.55,20/144,Very High,Equity,0.06,01-01-2019,709
Tata Nifty 50 Index Fund - Regular Plan,3,6.94,54/144,Very High,Equity,0.51,25-02-2003,"1,254"
Tata Nifty Auto Index Fund - Regular Plan,--,-6.62,67/79,Very High,Equity,1.11,26-04-2024,83
Tata Nifty Capital Markets Index Fund - Regular Plan,--,--,--,Very High,Equity,1.12,24-10-2024,237
Tata Nifty Financial Services Index Fund - Regular Plan,--,14.57,Aug-52,Very High,Equity,1.11,26-04-2024,77
Tata Nifty India Digital ETF,--,12.85,16/26,Very High,Equity,0.39,31-03-2022,164
Tata Nifty India Digital ETF FoF - Regular Plan,--,11.51,21/26,Very High,Equity,0.48,13-04-2022,118
Tata Nifty India Tourism Index Fund - Regular Plan,--,--,--,Very High,Equity,1.11,24-07-2024,312
Tata Nifty Midcap 150 Index Fund - Regular Plan,--,--,--,Very High,Equity,--,--,--
Tata Nifty Midcap 150 Momentum 50 Index Fund - Regular Plan,--,-2.89,49/53,Very High,Equity,1.05,20-10-2022,909
Tata Nifty MidSmall Healthcare Index Fund - Regular Plan,--,15.79,Jul-23,Very High,Equity,1.11,26-04-2024,136
Tata Nifty Private Bank ETF,--,8.62,32/52,Very High,Equity,0.13,30-08-2019,13
Tata Nifty Realty Index Fund - Regular Plan,--,-11.95,77/79,Very High,Equity,1.11,26-04-2024,57
Tata Resources & Energy Fund - Regular Plan,--,-0.8,01-Mar,Very High,Equity,2.13,28-12-2015,"1,118"
Tata Retirement Savings Fund - Progressive Plan - Regular Plan,3,5.33,36/91,Very High,Equity,2,01-11-2011,"2,083"
Tata Small Cap Fund - Regular Plan,4,1.6,16/44,Very High,Equity,1.68,12-11-2018,"10,529"
Tata Young Citizens Fund - Regular Plan,3,3.47,52/91,Very High,Equity,2.58,14-10-1995,366
Taurus Banking & Financial Services Fund - Regular Plan,2,7.59,43/52,Very High,Equity,2.43,22-05-2012,12
Taurus ELSS Tax Saver Fund - Regular Plan,4,6.96,Aug-38,Very High,Equity,2.44,31-03-1996,79
Taurus Ethical Fund - Regular Plan,--,0.02,32/79,Very High,Equity,2.39,06-04-2009,303
Taurus Flexi Cap Fund - Regular Plan,2,-1.14,76/91,Very High,Equity,2.64,29-01-1994,357
Taurus Infrastructure Fund - Regular Plan,1,-3.4,Dec-22,Very High,Equity,2.48,05-03-2007,9
Taurus Large Cap Fund - Regular Plan,2,2.36,106/144,Very High,Equity,2.59,28-02-1995,49
Taurus Mid Cap Fund - Regular Plan,1,-3.84,51/53,Very High,Equity,2.56,05-09-1994,128
Taurus Nifty 50 Index Fund - Regular Plan,3,6.4,67/144,Very High,Equity,1.07,19-06-2010,6
Templeton India Equity Income Fund,--,0.05,06-Sep,Very High,Equity,2.09,18-05-2006,"2,373"
Templeton India Value Fund,4,-1.2,23/31,Very High,Equity,2.04,02-09-1996,"2,225"
TRUSTMF Flexi Cap Fund - Regular Plan,--,5.07,39/91,Very High,Equity,2.12,26-04-2024,"1,112"
TRUSTMF Small Cap Fund - Regular Plan,--,--,--,Very High,Equity,2.17,04-11-2024,970
Unifi Flexi Cap Fund - Regular Plan,--,--,--,Very High,Equity,--,06-06-2025,--
Union Active Momentum Fund - Regular Plan,--,--,--,Very High,Equity,2.44,19-12-2024,445
Union Business Cycle Fund - Regular Plan,--,-0.99,39/79,Very High,Equity,2.36,05-03-2024,574
Union Children's Fund - Regular Plan,--,7.02,21/91,Very High,Equity,2.42,19-12-2023,69
Union ELSS Tax Saver Fund,3,4.19,23/38,Very High,Equity,2.27,23-12-2011,904
Union Flexi Cap Fund,3,4.34,42/91,Very High,Equity,2.02,10-06-2011,"2,313"
Union Focused Fund - Regular Plan,2,1.95,67/91,Very High,Equity,2.49,05-08-2019,408
Union Innovation & Opportunities Fund - Regular Plan,--,6.34,Dec-79,Very High,Equity,2.21,06-09-2023,949
Union Largecap Fund - Regular Plan,2,1.3,110/144,Very High,Equity,2.49,11-05-2017,449
Union Large & Midcap Fund - Regular Plan,2,2.31,22/54,Very High,Equity,2.27,06-12-2019,866
Union Midcap Fund - Regular Plan,3,3.29,18/53,Very High,Equity,2.1,23-03-2020,"1,440"
Union Multicap Fund - Regular Plan,--,3.27,14/25,Very High,Equity,2.19,19-12-2022,"1,125"
Union Retirement Fund - Regular Plan,--,4.95,41/91,Very High,Equity,2.37,22-09-2022,168
